user_id,movie_id,rating
191,110,3
194,110,3
195,110,3
199,110,4
200,110,3
201,110,4
205,110,3
211,110,4
212,110,4
213,110,2
214,110,4
217,110,3
220,110,3
224,110,4
225,110,3
232,110,4
235,110,2
237,110,2
242,110,4
243,110,3
244,110,3
245,110,4
247,110,4
248,110,4
251,110,3
253,110,4
257,110,2
261,110,4
262,110,3
263,110,3
268,110,4
271,110,3
275,110,4
277,110,4
279,110,3
282,110,4
285,110,4
288,110,4
292,110,3
293,110,3
294,110,3
295,110,3
300,110,4
306,110,3
311,110,3
313,110,4
319,110,3
324,110,3
328,110,3
330,110,3
338,110,3
339,110,4
344,110,3
345,110,4
346,110,2
353,110,3
355,110,3
358,110,2
363,110,2
369,110,4
370,110,3
371,110,4
375,110,3
379,110,3
380,110,4
383,110,3
384,110,4
385,110,3
388,110,4
389,110,4
390,110,3
391,110,3
394,110,2
395,110,3
396,110,3
400,110,4
405,110,2
409,110,3
410,110,4
412,110,3
415,110,4
417,110,4
421,110,4
423,110,3
430,110,3
431,110,4
440,110,4
441,110,3
442,110,4
447,110,4
452,110,3
457,110,3
458,110,3
461,110,3
463,110,4
468,110,3
473,110,4
475,110,3
480,110,3
483,110,3
487,110,4
495,110,4
496,110,4
500,110,3
505,110,2
509,110,4
513,110,4
514,110,3
516,110,3
517,110,4
522,110,3
523,110,4
525,110,4
527,110,3
532,110,3
533,110,3
534,110,4
535,110,3
536,110,4
538,110,3
544,110,3
545,110,2
548,110,4
550,110,3
553,110,4
555,110,3
559,110,4
562,110,3
564,110,2
569,110,3
570,110,3
577,110,4
580,110,4
584,110,4
585,110,3
586,110,2
588,110,4
589,110,3
590,110,4
592,110,3
594,110,4
596,110,3
598,110,3
602,110,3
603,110,4
605,110,3
607,110,4
623,110,3
627,110,3
628,110,2
629,110,4
632,110,4
639,110,3
654,110,4
658,110,3
659,110,3
664,110,3
666,110,2
667,110,3
670,110,3
564,108,3
482,2636,4
73,2164,2
463,2164,2
306,278,2
452,278,2
516,278,3
536,278,3
564,278,4
15,193,2
73,193,3
78,193,4
92,193,2
110,193,4
127,193,3
130,193,1
224,193,3
254,193,3
268,193,2
294,193,3
306,193,2
338,193,2
384,193,2
388,193,2
399,193,2
412,193,2
416,193,2
452,193,2
461,193,2
477,193,1
487,193,3
511,193,2
516,193,3
522,193,2
536,193,3
547,193,3
564,193,4
574,193,2
580,193,2
590,193,3
601,193,2
607,193,2
639,193,3
654,193,2
73,95963,3
57,1587,3
73,1587,3
119,1587,3
199,1587,3
202,1587,3
206,1587,3
232,1587,4
243,1587,3
285,1587,3
311,1587,2
346,1587,4
353,1587,3
384,1587,3
388,1587,3
423,1587,3
442,1587,2
461,1587,2
463,1587,3
471,1587,3
509,1587,2
518,1587,3
547,1587,2
564,1587,3
580,1587,3
4,2064,4
15,2064,4
30,2064,3
33,2064,4
34,2064,4
65,2064,4
102,2064,3
118,2064,4
195,2064,3
198,2064,4
214,2064,3
232,2064,4
278,2064,3
304,2064,3
358,2064,4
373,2064,3
380,2064,3
408,2064,3
430,2064,3
441,2064,4
451,2064,4
452,2064,3
457,2064,3
460,2064,4
468,2064,3
472,2064,4
497,2064,4
509,2064,4
547,2064,4
564,2064,3
580,2064,3
585,2064,3
587,2064,3
594,2064,4
595,2064,4
596,2064,3
597,2064,4
598,2064,3
608,2064,3
647,2064,4
648,2064,3
671,2064,3
23,236,4
36,236,3
47,236,3
95,236,3
110,236,3
125,236,4
127,236,3
161,236,3
182,236,3
217,236,2
235,236,3
240,236,4
254,236,3
279,236,3
292,236,3
294,236,3
302,236,3
306,236,2
311,236,3
323,236,3
338,236,3
358,236,3
385,236,3
389,236,3
396,236,3
416,236,3
421,236,3
431,236,3
447,236,3
452,236,3
460,236,2
461,236,3
464,236,3
468,236,2
487,236,3
496,236,3
514,236,2
516,236,3
517,236,4
518,236,3
520,236,2
521,236,3
528,236,3
534,236,3
536,236,3
537,236,3
548,236,3
561,236,3
564,236,3
575,236,3
577,236,3
614,236,4
628,236,1
641,236,3
649,236,3
654,236,3
662,236,3
665,236,3
666,236,3
667,236,3
15,2759,2
187,2759,3
189,2759,2
190,2759,3
257,2759,3
265,2759,3
294,2759,3
311,2759,3
312,2759,2
380,2759,2
427,2759,2
439,2759,3
452,2759,3
472,2759,3
547,2759,3
564,2759,4
594,2759,3
605,2759,2
624,2759,2
626,2759,3
654,2759,3
670,2759,4
232,888,3
564,888,3
646,888,3
182,13,3
213,13,2
287,13,4
402,13,4
516,13,3
518,13,4
564,13,3
595,13,4
15,1689,4
119,1689,3
239,1689,3
285,1689,2
321,1689,3
358,1689,2
510,1689,3
518,1689,3
597,1689,3
607,1689,3
631,1689,3
646,1689,4
492,854,3
4,2788,4
58,2788,4
77,2788,3
130,2788,3
195,2788,3
199,2788,4
234,2788,3
293,2788,3
309,2788,4
423,2788,3
430,2788,4
452,2788,3
494,2788,4
528,2788,3
544,2788,4
547,2788,3
564,2788,3
577,2788,4
587,2788,3
599,2788,4
605,2788,3
624,2788,3
452,8987,3
547,8987,3
313,8831,2
22,315,3
36,315,4
39,315,3
47,315,3
50,315,3
63,315,2
85,315,3
92,315,2
101,315,2
110,315,4
121,315,4
130,315,3
144,315,3
151,315,2
161,315,3
212,315,3
217,315,2
221,315,2
261,315,3
288,315,3
291,315,2
295,315,3
302,315,3
311,315,3
323,315,3
332,315,3
353,315,2
384,315,2
385,315,3
390,315,3
405,315,3
416,315,2
421,315,2
447,315,3
461,315,2
496,315,3
516,315,3
534,315,3
536,315,3
548,315,3
564,315,2
589,315,3
590,315,3
619,315,2
15,8011,2
427,8011,3
452,8011,3
468,8011,3
547,8011,3
268,2654,3
482,2654,4
547,2654,3
564,2654,3
491,2758,3
15,306,4
19,306,4
23,306,3
36,306,4
38,306,4
81,306,3
86,306,4
131,306,4
153,306,4
220,306,3
224,306,3
262,306,3
266,306,3
305,306,3
312,306,3
342,306,4
359,306,4
364,306,1
386,306,3
409,306,4
452,306,4
492,306,4
509,306,3
529,306,3
548,306,3
555,306,4
587,306,3
593,306,3
608,306,4
647,306,3
659,306,3
667,306,3
86,178,4
254,178,4
299,178,3
407,178,4
536,178,4
427,4722,3
439,4722,3
652,4722,4
468,26391,2
547,26391,2
4,2124,3
15,2124,2
30,2124,3
58,2124,3
73,2124,3
102,2124,3
105,2124,3
119,2124,3
130,2124,2
187,2124,3
195,2124,3
202,2124,3
243,2124,3
247,2124,3
268,2124,3
285,2124,3
286,2124,2
294,2124,3
306,2124,3
312,2124,3
358,2124,2
377,2124,3
380,2124,3
451,2124,3
457,2124,2
461,2124,2
471,2124,3
518,2124,3
557,2124,2
564,2124,3
571,2124,3
580,2124,3
592,2124,3
624,2124,3
654,2124,4
481,49299,3
598,5503,2
4,2087,4
61,2087,3
73,2087,3
76,2087,3
102,2087,3
119,2087,3
128,2087,3
130,2087,3
133,2087,2
148,2087,3
165,2087,3
176,2087,2
185,2087,3
197,2087,4
212,2087,3
213,2087,2
222,2087,2
232,2087,3
294,2087,3
306,2087,3
328,2087,3
346,2087,2
363,2087,3
382,2087,3
466,2087,4
468,2087,3
518,2087,3
547,2087,3
564,2087,3
573,2087,3
575,2087,3
577,2087,4
595,2087,3
598,2087,3
624,2087,3
646,2087,4
658,2087,4
665,2087,4
6,2019,3
15,2019,4
19,2019,3
23,2019,3
28,2019,2
97,2019,3
101,2019,3
102,2019,3
119,2019,3
159,2019,4
195,2019,4
199,2019,3
232,2019,4
236,2019,4
243,2019,3
257,2019,4
262,2019,3
263,2019,3
265,2019,3
281,2019,4
290,2019,4
297,2019,4
304,2019,4
309,2019,4
311,2019,3
346,2019,2
390,2019,3
391,2019,4
408,2019,4
423,2019,3
431,2019,3
436,2019,4
450,2019,4
468,2019,3
472,2019,3
474,2019,4
492,2019,4
499,2019,4
509,2019,3
514,2019,3
519,2019,4
539,2019,3
544,2019,4
547,2019,4
558,2019,4
559,2019,4
564,2019,3
580,2019,4
585,2019,4
587,2019,4
607,2019,4
608,2019,4
624,2019,4
647,2019,3
547,26271,3
12,2259,2
30,2259,3
232,2259,3
294,2259,2
306,2259,2
358,2259,2
405,2259,3
452,2259,2
518,2259,3
547,2259,1
564,2259,3
73,7984,3
15,6,3
17,6,4
18,6,3
19,6,3
23,6,3
24,6,4
30,6,3
34,6,3
36,6,3
39,6,3
44,6,3
55,6,4
67,6,4
73,6,4
77,6,3
80,6,3
83,6,4
90,6,3
92,6,3
95,6,4
100,6,3
105,6,3
110,6,3
112,6,3
113,6,3
119,6,4
121,6,3
152,6,3
162,6,3
173,6,4
177,6,4
195,6,3
199,6,4
201,6,4
215,6,3
223,6,3
224,6,4
235,6,3
236,6,3
242,6,3
252,6,3
256,6,3
268,6,2
284,6,4
288,6,3
295,6,4
298,6,3
311,6,3
312,6,4
318,6,3
329,6,4
340,6,3
343,6,4
345,6,2
355,6,3
358,6,3
367,6,2
380,6,3
383,6,3
385,6,4
388,6,4
404,6,3
413,6,4
430,6,3
433,6,4
434,6,3
447,6,3
452,6,3
457,6,3
459,6,3
461,6,3
468,6,3
472,6,3
490,6,4
496,6,4
502,6,3
509,6,3
516,6,3
525,6,3
534,6,4
544,6,4
547,6,2
548,6,3
562,6,3
564,6,2
574,6,4
577,6,3
580,6,3
588,6,3
590,6,3
596,6,3
603,6,3
608,6,4
615,6,3
616,6,3
627,6,3
633,6,3
641,6,3
647,6,3
648,6,3
659,6,3
664,6,3
666,6,4
667,6,3
4,329,3
7,329,3
15,329,2
19,329,3
21,329,3
41,329,3
47,329,3
49,329,3
64,329,3
77,329,2
78,329,4
82,329,2
85,329,4
86,329,4
92,329,3
95,329,3
108,329,4
110,329,3
118,329,3
119,329,3
121,329,3
122,329,3
126,329,3
134,329,3
144,329,3
145,329,3
148,329,3
151,329,4
159,329,2
161,329,3
168,329,3
177,329,3
185,329,3
187,329,2
188,329,3
194,329,3
197,329,4
202,329,3
217,329,3
224,329,3
225,329,3
232,329,3
237,329,2
242,329,3
246,329,3
260,329,4
279,329,3
285,329,3
287,329,4
290,329,4
294,329,3
311,329,2
317,329,4
337,329,4
344,329,3
345,329,2
354,329,3
357,329,3
369,329,3
370,329,3
375,329,3
396,329,2
400,329,3
401,329,4
415,329,3
416,329,3
428,329,2
437,329,3
447,329,3
457,329,1
461,329,2
463,329,3
466,329,3
468,329,2
487,329,3
495,329,3
496,329,4
500,329,1
514,329,2
516,329,3
517,329,3
518,329,3
533,329,3
535,329,2
537,329,4
538,329,2
542,329,3
548,329,3
551,329,3
555,329,3
556,329,4
561,329,3
564,329,3
568,329,4
574,329,2
575,329,4
577,329,3
580,329,2
588,329,3
589,329,3
590,329,3
592,329,2
593,329,3
596,329,3
602,329,3
607,329,3
619,329,3
624,329,3
633,329,3
639,329,3
649,329,2
654,329,3
657,329,3
666,329,2
19,507,3
30,507,3
73,507,3
102,507,3
242,507,4
311,507,2
344,507,3
384,507,3
388,507,3
390,507,3
452,507,3
509,507,3
514,507,3
534,507,3
537,507,3
564,507,3
624,507,3
472,1413,3
509,1413,3
547,1413,2
558,1413,4
373,2246,2
30,2320,3
452,2320,2
461,2320,2
564,2320,3
315,5879,3
452,5879,2
457,5879,2
346,2625,3
5,788,3
15,788,2
18,788,3
19,788,3
23,788,2
25,788,2
36,788,2
44,788,3
55,788,4
67,788,3
69,788,2
70,788,4
73,788,2
78,788,3
105,788,2
119,788,3
128,788,3
150,788,3
162,788,3
164,788,2
177,788,3
185,788,2
195,788,2
213,788,2
219,788,3
223,788,3
232,788,3
252,788,3
268,788,2
311,788,2
312,788,3
313,788,3
318,788,3
346,788,2
358,788,3
361,788,3
380,788,3
388,788,3
390,788,3
416,788,3
439,788,3
457,788,2
459,788,4
468,788,2
471,788,3
484,788,3
506,788,3
518,788,3
525,788,3
531,788,3
533,788,3
537,788,3
543,788,3
548,788,3
550,788,3
551,788,3
559,788,3
564,788,3
580,788,3
596,788,3
607,788,2
616,788,3
624,788,3
636,788,3
640,788,3
646,788,4
659,788,3
665,788,3
17,1245,3
30,1245,3
73,1245,3
102,1245,4
125,1245,3
129,1245,3
143,1245,2
203,1245,3
220,1245,3
232,1245,4
283,1245,3
299,1245,3
311,1245,2
373,1245,4
388,1245,4
391,1245,3
452,1245,3
460,1245,4
468,1245,3
472,1245,3
502,1245,4
505,1245,3
509,1245,4
514,1245,3
549,1245,3
574,1245,4
670,1245,2
73,7007,3
353,7007,3
384,7007,3
457,7007,2
577,7007,3
624,7007,3
30,2088,3
33,2088,2
49,2088,2
57,2088,2
102,2088,3
128,2088,3
195,2088,2
232,2088,3
239,2088,3
247,2088,3
285,2088,2
301,2088,3
306,2088,2
373,2088,2
461,2088,1
463,2088,2
466,2088,3
493,2088,2
509,2088,2
518,2088,3
531,2088,3
547,2088,2
564,2088,3
575,2088,3
624,2088,3
30,424,3
165,424,3
311,424,2
311,8850,2
242,695,3
564,695,3
4,858,4
5,858,2
8,858,4
15,858,4
17,858,4
19,858,4
20,858,2
21,858,3
22,858,3
23,858,4
26,858,3
30,858,4
31,858,4
34,858,3
38,858,4
48,858,3
57,858,4
59,858,4
60,858,4
65,858,4
66,858,4
72,858,4
73,858,4
75,858,2
78,858,4
93,858,4
94,858,4
97,858,3
102,858,4
105,858,4
119,858,4
125,858,4
130,858,3
138,858,4
150,858,3
159,858,3
160,858,3
163,858,4
178,858,3
193,858,4
195,858,4
198,858,4
199,858,3
203,858,4
205,858,3
212,858,4
214,858,4
215,858,4
217,858,4
220,858,4
229,858,3
232,858,4
242,858,4
245,858,4
250,858,4
252,858,3
253,858,4
262,858,3
265,858,3
268,858,4
275,858,4
277,858,4
281,858,3
285,858,3
290,858,4
292,858,4
295,858,4
297,858,4
303,858,3
306,858,3
307,858,4
309,858,4
312,858,3
323,858,4
333,858,4
334,858,4
335,858,4
339,858,3
340,858,4
342,858,4
343,858,4
345,858,4
347,858,3
350,858,3
351,858,4
353,858,3
355,858,4
358,858,4
359,858,3
361,858,3
362,858,3
373,858,4
376,858,3
380,858,4
381,858,4
387,858,4
388,858,4
390,858,4
394,858,3
402,858,2
404,858,4
405,858,4
406,858,3
411,858,3
419,858,3
422,858,3
423,858,4
425,858,3
426,858,4
428,858,4
430,858,4
432,858,4
433,858,4
434,858,4
439,858,4
441,858,4
442,858,4
450,858,4
452,858,4
454,858,4
457,858,3
458,858,3
461,858,4
463,858,4
465,858,4
466,858,4
467,858,3
468,858,3
472,858,4
474,858,4
475,858,4
480,858,3
481,858,4
489,858,3
493,858,3
494,858,4
499,858,4
501,858,4
502,858,3
503,858,3
506,858,3
509,858,4
